endpoint_id,logical_operation,provider,region,quality_level,model_name,base_latency_sec,latency_per_mb,fixed_cost,cost_per_mb,storage_cost_per_mb,is_virtual
shot_detection_gcp_europe-west1_q2,Shot Detection,GCP,europe-west1,Q2,,14.76391154086701,0.09756066839285732,0.0,0.005,6.510416666666666e-07,False
shot_detection_gcp_asia-east1_q2,Shot Detection,GCP,asia-east1,Q2,,19.77980885409944,0.09756066839285732,0.0,0.005,6.510416666666666e-07,False
shot_detection_aws_us-west-2_q2,Shot Detection,AWS,us-west-2,Q2,,21.874581962523802,0.09756066839285732,0.0,0.005,7.486979166666667e-07,False
shot_detection_aws_us-east-2_q2,Shot Detection,AWS,us-east-2,Q2,,12.664584302663014,0.09756066839285732,0.0,0.005,7.486979166666667e-07,False
shot_detection_aws_ap-southeast-1_q2,Shot Detection,AWS,ap-southeast-1,Q2,,20.1568386907478,0.09756066839285732,0.0,0.00675,8.138020833333334e-07,False
shot_detection_aws_eu-central-1_q2,Shot Detection,AWS,eu-central-1,Q2,,17.337931124127394,0.09756066839285732,0.0,0.006,7.975260416666667e-07,False
shot_detection_aliyun_cn-shanghai_q2,Shot Detection,Aliyun,cn-shanghai,Q2,,17.48502876795886,0.09756066839285732,0.0,0.003,5.631510416666666e-07,False
shot_detection_gcp_us-east1_q3,Shot Detection,GCP,us-east1,Q3,,15.28677859410527,0.07804853471428586,0.0,0.005,6.510416666666666e-07,False
shot_detection_gcp_us-west1_q3,Shot Detection,GCP,us-west1,Q3,,13.99010923971888,0.07804853471428586,0.0,0.005,6.510416666666666e-07,False
shot_detection_gcp_europe-west1_q3,Shot Detection,GCP,europe-west1,Q3,,11.81112923269361,0.07804853471428586,0.0,0.005,6.510416666666666e-07,False
shot_detection_gcp_asia-east1_q3,Shot Detection,GCP,asia-east1,Q3,,15.823847083279553,0.07804853471428586,0.0,0.005,6.510416666666666e-07,False
shot_detection_aws_us-west-2_q3,Shot Detection,AWS,us-west-2,Q3,,17.499665570019044,0.07804853471428586,0.0,0.005,7.486979166666667e-07,False
shot_detection_aws_us-east-2_q3,Shot Detection,AWS,us-east-2,Q3,,10.131667442130412,0.07804853471428586,0.0,0.005,7.486979166666667e-07,False
shot_detection_aws_ap-southeast-1_q3,Shot Detection,AWS,ap-southeast-1,Q3,,16.125470952598242,0.07804853471428586,0.0,0.00675,8.138020833333334e-07,False
shot_detection_aws_eu-central-1_q3,Shot Detection,AWS,eu-central-1,Q3,,13.870344899301916,0.07804853471428586,0.0,0.006,7.975260416666667e-07,False
shot_detection_aliyun_cn-shanghai_q3,Shot Detection,Aliyun,cn-shanghai,Q3,,13.988023014367087,0.07804853471428586,0.0,0.003,5.631510416666666e-07,False
video_split_and_sample_gcp_us-east1_q1,Video Split & Sample,GCP,us-east1,Q1,,4.385376134416082,0.04652772407142854,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_us-west1_q1,Video Split & Sample,GCP,us-west1,Q1,,4.602061765962887,0.04652772407142854,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_europe-west1_q1,Video Split & Sample,GCP,europe-west1,Q1,,3.3560176649370015,0.04652772407142854,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_asia-east1_q1,Video Split & Sample,GCP,asia-east1,Q1,,3.4264479629861753,0.04652772407142854,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_aws_us-west-2_q1,Video Split & Sample,AWS,us-west-2,Q1,,2.90766839645518,0.04652772407142854,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_us-east-2_q1,Video Split & Sample,AWS,us-east-2,Q1,,3.6072728648065846,0.04652772407142854,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_ap-southeast-1_q1,Video Split & Sample,AWS,ap-southeast-1,Q1,,3.851319605486192,0.04652772407142854,0.0,0.0002,8.138020833333334e-07,False
video_split_and_sample_aws_eu-central-1_q1,Video Split & Sample,AWS,eu-central-1,Q1,,4.330734994426394,0.04652772407142854,0.0,0.0002,7.975260416666667e-07,False
video_split_and_sample_aliyun_cn-shanghai_q1,Video Split & Sample,Aliyun,cn-shanghai,Q1,,2.706546036318969,0.04652772407142854,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_cn-beijing_q1,Video Split & Sample,Aliyun,cn-beijing,Q1,,4.347251922512738,0.04652772407142854,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_us-east-1_q1,Video Split & Sample,Aliyun,us-east-1,Q1,,2.577016419432776,0.04652772407142854,0.0,0.00011,5.208333333333334e-07,False
video_split_and_sample_aliyun_ap-southeast-1_q1,Video Split & Sample,Aliyun,ap-southeast-1,Q1,,3.6069418748710596,0.04652772407142854,0.0,0.00011,5.533854166666667e-07,False
video_split_and_sample_azure_westus2_q1,Video Split & Sample,Azure,westus2,Q1,,4.556257113268717,0.04652772407142854,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_eastus_q1,Video Split & Sample,Azure,eastus,Q1,,4.098898884547984,0.04652772407142854,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_westeurope_q1,Video Split & Sample,Azure,westeurope,Q1,,4.3272667852298765,0.04652772407142854,0.0,0.000156,6.770833333333333e-07,False
video_split_and_sample_azure_southeastasia_q1,Video Split & Sample,Azure,southeastasia,Q1,,3.8661765743754586,0.04652772407142854,0.0,0.000222,6.770833333333333e-07,False
video_split_and_sample_gcp_us-east1_q2,Video Split & Sample,GCP,us-east1,Q2,,3.6544801120134016,0.03877310339285712,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_us-west1_q2,Video Split & Sample,GCP,us-west1,Q2,,3.835051471635739,0.03877310339285712,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_europe-west1_q2,Video Split & Sample,GCP,europe-west1,Q2,,2.796681387447501,0.03877310339285712,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_asia-east1_q2,Video Split & Sample,GCP,asia-east1,Q2,,2.8553733024884793,0.03877310339285712,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_aws_us-west-2_q2,Video Split & Sample,AWS,us-west-2,Q2,,2.4230569970459834,0.03877310339285712,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_us-east-2_q2,Video Split & Sample,AWS,us-east-2,Q2,,3.006060720672154,0.03877310339285712,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_ap-southeast-1_q2,Video Split & Sample,AWS,ap-southeast-1,Q2,,3.2094330045718267,0.03877310339285712,0.0,0.0002,8.138020833333334e-07,False
video_split_and_sample_aws_eu-central-1_q2,Video Split & Sample,AWS,eu-central-1,Q2,,3.608945828688662,0.03877310339285712,0.0,0.0002,7.975260416666667e-07,False
video_split_and_sample_aliyun_cn-shanghai_q2,Video Split & Sample,Aliyun,cn-shanghai,Q2,,2.2554550302658076,0.03877310339285712,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_cn-beijing_q2,Video Split & Sample,Aliyun,cn-beijing,Q2,,3.6227099354272823,0.03877310339285712,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_us-east-1_q2,Video Split & Sample,Aliyun,us-east-1,Q2,,2.1475136828606467,0.03877310339285712,0.0,0.00011,5.208333333333334e-07,False
video_split_and_sample_aliyun_ap-southeast-1_q2,Video Split & Sample,Aliyun,ap-southeast-1,Q2,,3.005784895725883,0.03877310339285712,0.0,0.00011,5.533854166666667e-07,False
video_split_and_sample_azure_westus2_q2,Video Split & Sample,Azure,westus2,Q2,,3.7968809277239304,0.03877310339285712,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_eastus_q2,Video Split & Sample,Azure,eastus,Q2,,3.4157490704566538,0.03877310339285712,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_westeurope_q2,Video Split & Sample,Azure,westeurope,Q2,,3.6060556543582307,0.03877310339285712,0.0,0.000156,6.770833333333333e-07,False
video_split_and_sample_azure_southeastasia_q2,Video Split & Sample,Azure,southeastasia,Q2,,3.221813811979549,0.03877310339285712,0.0,0.000222,6.770833333333333e-07,False
video_split_and_sample_gcp_us-east1_q3,Video Split & Sample,GCP,us-east1,Q3,,2.9235840896107215,0.031018482714285697,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_us-west1_q3,Video Split & Sample,GCP,us-west1,Q3,,3.0680411773085914,0.031018482714285697,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_europe-west1_q3,Video Split & Sample,GCP,europe-west1,Q3,,2.237345109958001,0.031018482714285697,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_gcp_asia-east1_q3,Video Split & Sample,GCP,asia-east1,Q3,,2.2842986419907834,0.031018482714285697,0.0,0.0001199999999999,6.510416666666666e-07,False
video_split_and_sample_aws_us-west-2_q3,Video Split & Sample,AWS,us-west-2,Q3,,1.938445597636787,0.031018482714285697,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_us-east-2_q3,Video Split & Sample,AWS,us-east-2,Q3,,2.4048485765377237,0.031018482714285697,0.0,0.0002,7.486979166666667e-07,False
video_split_and_sample_aws_ap-southeast-1_q3,Video Split & Sample,AWS,ap-southeast-1,Q3,,2.5675464036574613,0.031018482714285697,0.0,0.0002,8.138020833333334e-07,False
video_split_and_sample_aws_eu-central-1_q3,Video Split & Sample,AWS,eu-central-1,Q3,,2.8871566629509298,0.031018482714285697,0.0,0.0002,7.975260416666667e-07,False
video_split_and_sample_aliyun_cn-shanghai_q3,Video Split & Sample,Aliyun,cn-shanghai,Q3,,1.8043640242126462,0.031018482714285697,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_cn-beijing_q3,Video Split & Sample,Aliyun,cn-beijing,Q3,,2.898167948341826,0.031018482714285697,0.0,0.00011,5.631510416666666e-07,False
video_split_and_sample_aliyun_us-east-1_q3,Video Split & Sample,Aliyun,us-east-1,Q3,,1.7180109462885174,0.031018482714285697,0.0,0.00011,5.208333333333334e-07,False
video_split_and_sample_aliyun_ap-southeast-1_q3,Video Split & Sample,Aliyun,ap-southeast-1,Q3,,2.4046279165807065,0.031018482714285697,0.0,0.00011,5.533854166666667e-07,False
video_split_and_sample_azure_westus2_q3,Video Split & Sample,Azure,westus2,Q3,,3.0375047421791446,0.031018482714285697,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_eastus_q3,Video Split & Sample,Azure,eastus,Q3,,2.732599256365323,0.031018482714285697,0.0,0.000156,5.989583333333334e-07,False
video_split_and_sample_azure_westeurope_q3,Video Split & Sample,Azure,westeurope,Q3,,2.884844523486585,0.031018482714285697,0.0,0.000156,6.770833333333333e-07,False
video_split_and_sample_azure_southeastasia_q3,Video Split & Sample,Azure,southeastasia,Q3,,2.5774510495836394,0.031018482714285697,0.0,0.000222,6.770833333333333e-07,False
video_caption_gcp_europe-west1_q1,Video Caption,GCP,europe-west1,Q1,Claude Haiku 4.5,0.59,2.509803921568628,0.0,0.283008,6.510416666666666e-07,False
video_caption_gcp_asia-east1_q1,Video Caption,GCP,asia-east1,Q1,Claude Haiku 4.5,0.59,2.509803921568628,0.0,0.283008,6.510416666666666e-07,False
video_caption_aws_us-west-2_q1,Video Caption,AWS,us-west-2,Q1,Claude Haiku 4.5,1.03,2.0645161290322585,0.0,0.2572799999999999,7.486979166666667e-07,False
video_caption_aws_us-east-2_q1,Video Caption,AWS,us-east-2,Q1,Claude Haiku 4.5,1.03,2.0645161290322585,0.0,0.2572799999999999,7.486979166666667e-07,False
video_caption_aws_ap-southeast-1_q1,Video Caption,AWS,ap-southeast-1,Q1,Claude Haiku 4.5,1.03,2.0645161290322585,0.0,0.2572799999999999,8.138020833333334e-07,False
video_caption_aws_eu-central-1_q1,Video Caption,AWS,eu-central-1,Q1,Claude Haiku 4.5,1.03,2.0645161290322585,0.0,0.2572799999999999,7.975260416666667e-07,False
video_caption_azure_westus2_q1,Video Caption,Azure,westus2,Q1,Claude Haiku 4.5,1.04,2.639175257731959,0.0,0.2572799999999999,5.989583333333334e-07,False
video_caption_azure_eastus_q1,Video Caption,Azure,eastus,Q1,Claude Haiku 4.5,1.04,2.639175257731959,0.0,0.2572799999999999,5.989583333333334e-07,False
video_caption_azure_westeurope_q1,Video Caption,Azure,westeurope,Q1,Claude Haiku 4.5,1.04,2.639175257731959,0.0,0.2572799999999999,6.770833333333333e-07,False
video_caption_azure_southeastasia_q1,Video Caption,Azure,southeastasia,Q1,Claude Haiku 4.5,1.04,2.639175257731959,0.0,0.2572799999999999,6.770833333333333e-07,False
video_caption_anthropic_global_q1,Video Caption,Anthropic,global,Q1,Claude Haiku 4.5,0.85,2.485436893203884,0.0,0.2572799999999999,0.0,False
video_caption_gcp_europe-west1_q2,Video Caption,GCP,europe-west1,Q2,Claude Sonnet 4.5,1.03,14.222222222222223,0.0,0.8553599999999999,6.510416666666666e-07,False
video_caption_aws_us-west-2_q2,Video Caption,AWS,us-west-2,Q2,Claude Sonnet 4.5,1.73,11.636363636363638,0.0,0.7776000000000001,7.486979166666667e-07,False
video_caption_aws_us-east-2_q2,Video Caption,AWS,us-east-2,Q2,Claude Sonnet 4.5,1.73,11.636363636363638,0.0,0.7776000000000001,7.486979166666667e-07,False
video_caption_aws_ap-southeast-1_q2,Video Caption,AWS,ap-southeast-1,Q2,Claude Sonnet 4.5,1.73,11.636363636363638,0.0,0.7776000000000001,8.138020833333334e-07,False
video_caption_aws_eu-central-1_q2,Video Caption,AWS,eu-central-1,Q2,Claude Sonnet 4.5,1.73,11.636363636363638,0.0,0.7776000000000001,7.975260416666667e-07,False
video_caption_azure_westus2_q2,Video Caption,Azure,westus2,Q2,Claude Sonnet 4.5,1.92,13.913043478260873,0.0,0.7776000000000001,5.989583333333334e-07,False
video_caption_azure_eastus_q2,Video Caption,Azure,eastus,Q2,Claude Sonnet 4.5,1.92,13.913043478260873,0.0,0.7776000000000001,5.989583333333334e-07,False
video_caption_azure_westeurope_q2,Video Caption,Azure,westeurope,Q2,Claude Sonnet 4.5,1.92,13.913043478260873,0.0,0.7776000000000001,6.770833333333333e-07,False
video_caption_azure_southeastasia_q2,Video Caption,Azure,southeastasia,Q2,Claude Sonnet 4.5,1.92,13.913043478260873,0.0,0.7776000000000001,6.770833333333333e-07,False
video_caption_anthropic_global_q2,Video Caption,Anthropic,global,Q2,Claude Sonnet 4.5,1.51,13.913043478260873,0.0,0.7776000000000001,0.0,False
video_caption_gcp_europe-west1_q3,Video Caption,GCP,europe-west1,Q3,Claude Opus 4.5,0.87,23.703703703703717,0.0,1.4432,6.510416666666666e-07,False
video_caption_aws_us-west-2_q3,Video Caption,AWS,us-west-2,Q3,Claude Opus 4.5,1.73,22.857142857142865,0.0,1.312,7.486979166666667e-07,False
video_caption_aws_us-east-2_q3,Video Caption,AWS,us-east-2,Q3,Claude Opus 4.5,1.73,22.857142857142865,0.0,1.312,7.486979166666667e-07,False
video_caption_aws_ap-southeast-1_q3,Video Caption,AWS,ap-southeast-1,Q3,Claude Opus 4.5,1.73,22.857142857142865,0.0,1.312,8.138020833333334e-07,False
video_caption_aws_eu-central-1_q3,Video Caption,AWS,eu-central-1,Q3,Claude Opus 4.5,1.73,22.857142857142865,0.0,1.312,7.975260416666667e-07,False
video_caption_azure_westus2_q3,Video Caption,Azure,westus2,Q3,Claude Opus 4.5,2.04,24.615384615384624,0.0,1.312,5.989583333333334e-07,False
video_caption_azure_eastus_q3,Video Caption,Azure,eastus,Q3,Claude Opus 4.5,2.04,24.615384615384624,0.0,1.312,5.989583333333334e-07,False
video_caption_azure_westeurope_q3,Video Caption,Azure,westeurope,Q3,Claude Opus 4.5,2.04,24.615384615384624,0.0,1.312,6.770833333333333e-07,False
video_caption_azure_southeastasia_q3,Video Caption,Azure,southeastasia,Q3,Claude Opus 4.5,2.04,24.615384615384624,0.0,1.312,6.770833333333333e-07,False
video_caption_anthropic_global_q3,Video Caption,Anthropic,global,Q3,Claude Opus 4.5,1.53,24.150943396226424,0.0,1.312,0.0,False
ocr_gcp_us-east1_q1,OCR,GCP,us-east1,Q1,,0.6201653800146524,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_us-west1_q1,OCR,GCP,us-west1,Q1,,0.7064141758928538,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_europe-west1_q1,OCR,GCP,europe-west1,Q1,,0.5232737161330644,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_asia-east1_q1,OCR,GCP,asia-east1,Q1,,0.7720414113890409,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_aws_us-west-2_q1,OCR,AWS,us-west-2,Q1,,0.8534563831477221,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_us-east-2_q1,OCR,AWS,us-east-2,Q1,,0.7446442043021713,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_ap-southeast-1_q1,OCR,AWS,ap-southeast-1,Q1,,0.8326140211868627,0.0,0.0,0.0033333333333333,8.138020833333334e-07,False
ocr_aws_eu-central-1_q1,OCR,AWS,eu-central-1,Q1,,0.5060469011740669,0.0,0.0,0.0033333333333333,7.975260416666667e-07,False
ocr_aliyun_cn-shanghai_q1,OCR,Aliyun,cn-shanghai,Q1,,0.6907885868493734,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_cn-beijing_q1,OCR,Aliyun,cn-beijing,Q1,,0.7319249189864013,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_us-east-1_q1,OCR,Aliyun,us-east-1,Q1,,0.6016876807621634,0.0,0.0,0.04,5.208333333333334e-07,False
ocr_aliyun_ap-southeast-1_q1,OCR,Aliyun,ap-southeast-1,Q1,,0.5020846783086652,0.0,0.0,0.04,5.533854166666667e-07,False
ocr_azure_westus2_q1,OCR,Azure,westus2,Q1,,0.7173810868867563,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_eastus_q1,OCR,Azure,eastus,Q1,,0.5977652514476802,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_westeurope_q1,OCR,Azure,westeurope,Q1,,0.6599256488634834,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
ocr_azure_southeastasia_q1,OCR,Azure,southeastasia,Q1,,0.7398615382106986,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
ocr_gcp_us-east1_q2,OCR,GCP,us-east1,Q2,,0.5168044833455436,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_us-west1_q2,OCR,GCP,us-west1,Q2,,0.5886784799107115,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_europe-west1_q2,OCR,GCP,europe-west1,Q2,,0.436061430110887,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_asia-east1_q2,OCR,GCP,asia-east1,Q2,,0.6433678428242008,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_aws_us-west-2_q2,OCR,AWS,us-west-2,Q2,,0.7112136526231018,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_us-east-2_q2,OCR,AWS,us-east-2,Q2,,0.620536836918476,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_ap-southeast-1_q2,OCR,AWS,ap-southeast-1,Q2,,0.6938450176557189,0.0,0.0,0.0033333333333333,8.138020833333334e-07,False
ocr_aws_eu-central-1_q2,OCR,AWS,eu-central-1,Q2,,0.42170575097838914,0.0,0.0,0.0033333333333333,7.975260416666667e-07,False
ocr_aliyun_cn-shanghai_q2,OCR,Aliyun,cn-shanghai,Q2,,0.5756571557078112,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_cn-beijing_q2,OCR,Aliyun,cn-beijing,Q2,,0.6099374324886678,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_us-east-1_q2,OCR,Aliyun,us-east-1,Q2,,0.5014064006351362,0.0,0.0,0.04,5.208333333333334e-07,False
ocr_aliyun_ap-southeast-1_q2,OCR,Aliyun,ap-southeast-1,Q2,,0.4184038985905543,0.0,0.0,0.04,5.533854166666667e-07,False
ocr_azure_westus2_q2,OCR,Azure,westus2,Q2,,0.5978175724056303,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_eastus_q2,OCR,Azure,eastus,Q2,,0.4981377095397335,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_westeurope_q2,OCR,Azure,westeurope,Q2,,0.5499380407195695,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
ocr_azure_southeastasia_q2,OCR,Azure,southeastasia,Q2,,0.6165512818422488,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
ocr_gcp_us-east1_q3,OCR,GCP,us-east1,Q3,,0.41344358667643494,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_us-west1_q3,OCR,GCP,us-west1,Q3,,0.47094278392856925,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_europe-west1_q3,OCR,GCP,europe-west1,Q3,,0.3488491440887096,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_gcp_asia-east1_q3,OCR,GCP,asia-east1,Q3,,0.5146942742593607,0.0,0.0,0.005,6.510416666666666e-07,False
ocr_aws_us-west-2_q3,OCR,AWS,us-west-2,Q3,,0.5689709220984814,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_us-east-2_q3,OCR,AWS,us-east-2,Q3,,0.49642946953478084,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
ocr_aws_ap-southeast-1_q3,OCR,AWS,ap-southeast-1,Q3,,0.5550760141245752,0.0,0.0,0.0033333333333333,8.138020833333334e-07,False
ocr_aws_eu-central-1_q3,OCR,AWS,eu-central-1,Q3,,0.33736460078271135,0.0,0.0,0.0033333333333333,7.975260416666667e-07,False
ocr_aliyun_cn-shanghai_q3,OCR,Aliyun,cn-shanghai,Q3,,0.46052572456624896,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_cn-beijing_q3,OCR,Aliyun,cn-beijing,Q3,,0.4879499459909343,0.0,0.0,0.04,5.631510416666666e-07,False
ocr_aliyun_us-east-1_q3,OCR,Aliyun,us-east-1,Q3,,0.401125120508109,0.0,0.0,0.04,5.208333333333334e-07,False
ocr_aliyun_ap-southeast-1_q3,OCR,Aliyun,ap-southeast-1,Q3,,0.3347231188724435,0.0,0.0,0.04,5.533854166666667e-07,False
ocr_azure_westus2_q3,OCR,Azure,westus2,Q3,,0.47825405792450426,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_eastus_q3,OCR,Azure,eastus,Q3,,0.3985101676317868,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
ocr_azure_westeurope_q3,OCR,Azure,westeurope,Q3,,0.43995043257565564,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
ocr_azure_southeastasia_q3,OCR,Azure,southeastasia,Q3,,0.4932410254737991,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
label_detection_gcp_us-east1_q1,Label Detection,GCP,us-east1,Q1,,0.4225875336612868,0.0,0.0,0.005,6.510416666666666e-07,False
label_detection_gcp_us-west1_q1,Label Detection,GCP,us-west1,Q1,,0.3833432671047149,0.0,0.0,0.005,6.510416666666666e-07,False
label_detection_gcp_europe-west1_q1,Label Detection,GCP,europe-west1,Q1,,0.28009620483701986,0.0,0.0,0.005,6.510416666666666e-07,False
label_detection_gcp_asia-east1_q1,Label Detection,GCP,asia-east1,Q1,,0.3455349291413307,0.0,0.0,0.005,6.510416666666666e-07,False
label_detection_aws_us-west-2_q1,Label Detection,AWS,us-west-2,Q1,,0.3044540342119684,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
label_detection_aws_us-east-2_q1,Label Detection,AWS,us-east-2,Q1,,0.4305963379108641,0.0,0.0,0.0033333333333333,7.486979166666667e-07,False
label_detection_aws_ap-southeast-1_q1,Label Detection,AWS,ap-southeast-1,Q1,,0.3785686879989572,0.0,0.0,0.0033333333333333,8.138020833333334e-07,False
label_detection_aws_eu-central-1_q1,Label Detection,AWS,eu-central-1,Q1,,0.3091481230350637,0.0,0.0,0.0033333333333333,7.975260416666667e-07,False
label_detection_aliyun_cn-shanghai_q1,Label Detection,Aliyun,cn-shanghai,Q1,,0.4742858450686195,0.0,0.0,0.0009666666666666,5.631510416666666e-07,False
label_detection_aliyun_cn-beijing_q1,Label Detection,Aliyun,cn-beijing,Q1,,0.5017827703065086,0.0,0.0,0.0009666666666666,5.631510416666666e-07,False
label_detection_aliyun_us-east-1_q1,Label Detection,Aliyun,us-east-1,Q1,,0.4670505436910935,0.0,0.0,0.0009666666666666,5.208333333333334e-07,False
label_detection_aliyun_ap-southeast-1_q1,Label Detection,Aliyun,ap-southeast-1,Q1,,0.29703094966856025,0.0,0.0,0.0009666666666666,5.533854166666667e-07,False
label_detection_azure_westus2_q1,Label Detection,Azure,westus2,Q1,,0.465168962773391,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
label_detection_azure_eastus_q1,Label Detection,Azure,eastus,Q1,,0.39733978228762346,0.0,0.0,0.0033333333333333,5.989583333333334e-07,False
label_detection_azure_westeurope_q1,Label Detection,Azure,westeurope,Q1,,0.45094934237832895,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
label_detection_azure_southeastasia_q1,Label Detection,Azure,southeastasia,Q1,,0.4194392692777022,0.0,0.0,0.0033333333333333,6.770833333333333e-07,False
label_detection_gcp_us-east1_q2,Label Detection,GCP,us-east1,Q2,,0.35215627805107236,0.0,0.0,0.005,6.510416666666666e-07,False
