video_id,filename,video_path,size_bytes,duration_sec,fps,shot_provider,shot_count,raw_shot_count,dropped_short_shot_count,min_shot_duration_ms,samples_per_shot,expected_frame_count,shot_result_path
LCLDhKiMAPA,LCLDhKiMAPA.mp4,/Users/heng/Movies/videos_sampled/LCLDhKiMAPA.mp4,27631089,215.22576,29.97002997002997,aliyun_cn_shanghai,48,49,1,500,3,144,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/LCLDhKiMAPA.json
MdOAr_4FJvc,MdOAr_4FJvc.mp4,/Users/heng/Movies/videos_sampled/MdOAr_4FJvc.mp4,6546582,233.012245,30.0,aliyun_cn_shanghai,1,2,1,500,3,3,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/MdOAr_4FJvc.json
NBXH7A2EO7Q,NBXH7A2EO7Q.mp4,/Users/heng/Movies/videos_sampled/NBXH7A2EO7Q.mp4,8700769,100.240544,29.97002997002997,aliyun_cn_shanghai,4,5,1,500,3,12,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/NBXH7A2EO7Q.json
Nqh3RtLRleU,Nqh3RtLRleU.mp4,/Users/heng/Movies/videos_sampled/Nqh3RtLRleU.mp4,23846528,62.554558,29.97002997002997,aliyun_cn_shanghai,14,15,1,500,3,42,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/Nqh3RtLRleU.json
OBDq689jDDY,OBDq689jDDY.mp4,/Users/heng/Movies/videos_sampled/OBDq689jDDY.mp4,4641722,61.30068,29.633001645551836,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/OBDq689jDDY.json
Qnr73D2zIjU,Qnr73D2zIjU.mp4,/Users/heng/Movies/videos_sampled/Qnr73D2zIjU.mp4,2462349,62.600998,15.0,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/Qnr73D2zIjU.json
RHb_nF11Scc,RHb_nF11Scc.mp4,/Users/heng/Movies/videos_sampled/RHb_nF11Scc.mp4,1038153,30.528,14.985014985014985,aliyun_cn_shanghai,7,8,1,500,3,21,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/RHb_nF11Scc.json
RzMKERQ9vOU,RzMKERQ9vOU.mp4,/Users/heng/Movies/videos_sampled/RzMKERQ9vOU.mp4,6120386,157.013333,25.0,aliyun_cn_shanghai,1,2,1,500,3,3,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/RzMKERQ9vOU.json
TIAAUayALPI,TIAAUayALPI.mp4,/Users/heng/Movies/videos_sampled/TIAAUayALPI.mp4,39011619,212.880544,23.976025540598634,aliyun_cn_shanghai,72,73,1,500,3,216,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/TIAAUayALPI.json
U9Dcet1qdRE,U9Dcet1qdRE.mp4,/Users/heng/Movies/videos_sampled/U9Dcet1qdRE.mp4,7417610,29.350023,23.976037623935962,aliyun_cn_shanghai,2,4,2,500,3,6,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/U9Dcet1qdRE.json
Vn4wrgBpgP8,Vn4wrgBpgP8.mp4,/Users/heng/Movies/videos_sampled/Vn4wrgBpgP8.mp4,28832811,69.172245,25.0,aliyun_cn_shanghai,14,15,1,500,3,42,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/Vn4wrgBpgP8.json
WU4ISFy651Y,WU4ISFy651Y.mp4,/Users/heng/Movies/videos_sampled/WU4ISFy651Y.mp4,5305786,156.757914,29.97002997002997,aliyun_cn_shanghai,1,2,1,500,3,3,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/WU4ISFy651Y.json
XYW6F_4qKJU,XYW6F_4qKJU.mp4,/Users/heng/Movies/videos_sampled/XYW6F_4qKJU.mp4,2388330,59.698503,29.97002997002997,aliyun_cn_shanghai,5,6,1,500,3,15,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/XYW6F_4qKJU.json
ZUM89wyBcYY,ZUM89wyBcYY.mp4,/Users/heng/Movies/videos_sampled/ZUM89wyBcYY.mp4,16780551,199.52907,30.0,aliyun_cn_shanghai,6,7,1,500,3,18,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/ZUM89wyBcYY.json
_crwKCjKRjg,_crwKCjKRjg.mp4,/Users/heng/Movies/videos_sampled/_crwKCjKRjg.mp4,8106269,190.264308,14.985014985014985,aliyun_cn_shanghai,108,109,1,500,3,324,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/_crwKCjKRjg.json
_nGlzZystmo,_nGlzZystmo.mp4,/Users/heng/Movies/videos_sampled/_nGlzZystmo.mp4,60711337,139.017868,50.0,aliyun_cn_shanghai,30,32,2,500,3,90,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/_nGlzZystmo.json
aS0wGPhD48o,aS0wGPhD48o.mp4,/Users/heng/Movies/videos_sampled/aS0wGPhD48o.mp4,23439769,79.969524,29.97002997002997,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/aS0wGPhD48o.json
d7gY7YJ3Fdc,d7gY7YJ3Fdc.mp4,/Users/heng/Movies/videos_sampled/d7gY7YJ3Fdc.mp4,529920,12.353016,29.583333333333332,aliyun_cn_shanghai,3,3,0,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/d7gY7YJ3Fdc.json
dcEdjqyHj8M,dcEdjqyHj8M.mp4,/Users/heng/Movies/videos_sampled/dcEdjqyHj8M.mp4,36250999,62.554558,29.97002997002997,aliyun_cn_shanghai,16,17,1,500,3,48,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/dcEdjqyHj8M.json
gmnwqOPcOo0,gmnwqOPcOo0.mp4,/Users/heng/Movies/videos_sampled/gmnwqOPcOo0.mp4,12106632,136.394014,29.97002997002997,aliyun_cn_shanghai,8,9,1,500,3,24,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/gmnwqOPcOo0.json
hr8zkCXbTTk,hr8zkCXbTTk.mp4,/Users/heng/Movies/videos_sampled/hr8zkCXbTTk.mp4,15264075,180.047528,24.0,aliyun_cn_shanghai,28,29,1,500,3,84,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/hr8zkCXbTTk.json
i0Z8I2WCLNk,i0Z8I2WCLNk.mp4,/Users/heng/Movies/videos_sampled/i0Z8I2WCLNk.mp4,30788461,190.984127,29.97002997002997,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/i0Z8I2WCLNk.json
kRom61pt8zk,kRom61pt8zk.mp4,/Users/heng/Movies/videos_sampled/kRom61pt8zk.mp4,11147023,184.29678,17.0,aliyun_cn_shanghai,33,34,1,500,3,99,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/kRom61pt8zk.json
ksNvNH4fpdo,ksNvNH4fpdo.mp4,/Users/heng/Movies/videos_sampled/ksNvNH4fpdo.mp4,982448,18.250884,25.0,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/ksNvNH4fpdo.json
mf6UsZuW9Nw,mf6UsZuW9Nw.mp4,/Users/heng/Movies/videos_sampled/mf6UsZuW9Nw.mp4,12599015,63.460136,25.0,aliyun_cn_shanghai,14,15,1,500,3,42,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/mf6UsZuW9Nw.json
nLAm7USuYbA,nLAm7USuYbA.mp4,/Users/heng/Movies/videos_sampled/nLAm7USuYbA.mp4,43577771,80.132063,29.97002997002997,aliyun_cn_shanghai,11,12,1,500,3,33,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/nLAm7USuYbA.json
nrvB8pcrY7o,nrvB8pcrY7o.mp4,/Users/heng/Movies/videos_sampled/nrvB8pcrY7o.mp4,17901881,175.426757,30.0,aliyun_cn_shanghai,2,3,1,500,3,6,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/nrvB8pcrY7o.json
qXD7myRvw0M,qXD7myRvw0M.mp4,/Users/heng/Movies/videos_sampled/qXD7myRvw0M.mp4,2284089,28.281905,29.97002997002997,aliyun_cn_shanghai,1,2,1,500,3,3,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/qXD7myRvw0M.json
r8AXq1Q5bn0,r8AXq1Q5bn0.mp4,/Users/heng/Movies/videos_sampled/r8AXq1Q5bn0.mp4,27044928,85.366666,30.0,aliyun_cn_shanghai,2,3,1,500,3,6,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/r8AXq1Q5bn0.json
tjEMbP2SODQ,tjEMbP2SODQ.mp4,/Users/heng/Movies/videos_sampled/tjEMbP2SODQ.mp4,7113489,180.372608,30.0,aliyun_cn_shanghai,3,4,1,500,3,9,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/tjEMbP2SODQ.json
u2329Chp6IY,u2329Chp6IY.mp4,/Users/heng/Movies/videos_sampled/u2329Chp6IY.mp4,88428412,165.186757,29.97002997002997,aliyun_cn_shanghai,27,28,1,500,3,81,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/u2329Chp6IY.json
we6Ddq1ABcQ,we6Ddq1ABcQ.mp4,/Users/heng/Movies/videos_sampled/we6Ddq1ABcQ.mp4,4797958,68.011247,30.0,aliyun_cn_shanghai,11,13,2,500,3,33,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/we6Ddq1ABcQ.json
ybkcKusf-Kg,ybkcKusf-Kg.mp4,/Users/heng/Movies/videos_sampled/ybkcKusf-Kg.mp4,22681575,62.136599,29.97002997002997,aliyun_cn_shanghai,2,3,1,500,3,6,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/ybkcKusf-Kg.json
zPV8s8ZuLBY,zPV8s8ZuLBY.mp4,/Users/heng/Movies/videos_sampled/zPV8s8ZuLBY.mp4,4444696,26.5667,15.083333333333334,aliyun_cn_shanghai,1,2,1,500,3,3,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/zPV8s8ZuLBY.json
zQVUXbyCV1o,zQVUXbyCV1o.mp4,/Users/heng/Movies/videos_sampled/zQVUXbyCV1o.mp4,18172979,183.553741,30.0,aliyun_cn_shanghai,29,30,1,500,3,87,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/zQVUXbyCV1o.json
zWiu-wdKeWs,zWiu-wdKeWs.mp4,/Users/heng/Movies/videos_sampled/zWiu-wdKeWs.mp4,6677474,53.429116,30.0,aliyun_cn_shanghai,23,25,2,500,3,69,/Users/heng/Documents/skybridge/pro/experiments/shot_detection_profile/final_50_seed20260622/aliyun_cn_shanghai/zWiu-wdKeWs.json
