workflow,quality,method,query_id,execution_cost,network_cost,storage_cost,total_breakdown_cost
workflow1,Q1,skyflow,workflow1_Q1_q0031,1.522619749328308,0.006912593432799244,0.015445252975770757,1.5449775957368779
workflow1,Q1,skyflow,workflow1_Q1_q0032,0.4388323451962073,0.002063858380001953,0.004548417666882967,0.4454446212430922
workflow1,Q1,skyflow,workflow1_Q1_q0033,1.0788103091113028,0.005224564811241594,0.011492491822422825,1.0955273657449673
workflow1,Q1,skyflow,workflow1_Q1_q0034,0.2464123465284504,0.0011776847441662913,0.0025287902627193805,0.2501188215353361
workflow1,Q1,skyflow,workflow1_Q1_q0035,0.6432741337229924,0.003018887652180432,0.006581155771313295,0.652874177146486
workflow1,Q1,skyflow,workflow1_Q1_q0036,0.09768182521100925,0.0004818207979442499,0.0010406896732142838,0.09920433568216779
workflow1,Q1,skyflow,workflow1_Q1_q0037,1.3589959870950359,0.00635041462696724,0.01413391508334946,1.3794803168053527
workflow1,Q1,skyflow,workflow1_Q1_q0038,1.9157459973258537,0.008824305169679608,0.01958247952699255,1.944152782022526
workflow1,Q1,skyflow,workflow1_Q1_q0039,1.0708382194618982,0.004984805997143176,0.010829356404728882,1.0866523818637701
workflow1,Q1,skyflow,workflow1_Q1_q0040,1.251560412522471,0.005850284032280353,0.013144434954655582,1.270555131509407
workflow1,Q1,skyflow,workflow1_Q1_q0041,2.764819696740759,0.0133469971535704,0.02934270960272946,2.807509403497059
workflow1,Q1,skyflow,workflow1_Q1_q0042,2.2654900751030382,0.01069718217203017,0.02311519287314891,2.2993024501482173
workflow1,Q1,skyflow,workflow1_Q1_q0043,1.5919340717469543,0.007589802544104574,0.016766880284327716,1.6162907545753866
workflow1,Q1,skyflow,workflow1_Q1_q0044,0.8405806325261926,0.004062718050133064,0.009061910415247091,0.8537052609915727
workflow1,Q1,skyflow,workflow1_Q1_q0045,2.616067674906538,0.012273857833734551,0.02747013347311687,2.6558116662133893
workflow1,Q1,skyflow,workflow1_Q1_q0046,0.7182961168783377,0.003394862115670061,0.007575772076110241,0.7292667510701181
workflow1,Q1,skyflow,workflow1_Q1_q0047,0.978804359772991,0.0046546183933001035,0.010288799782965785,0.9937477779492568
workflow1,Q1,skyflow,workflow1_Q1_q0048,2.651902455633606,0.01262929645363658,0.027835059236723688,2.6923668113239665
workflow1,Q1,skyflow,workflow1_Q1_q0049,1.6063664994690592,0.007412193785869906,0.01642655207704215,1.6302052453319713
workflow1,Q1,skyflow,workflow1_Q1_q0050,2.162265021252535,0.010400921250312807,0.022823327153687845,2.1954892696565356
workflow1,Q1,skyflow,workflow1_Q1_q0051,1.7339896712733627,0.008106766549982804,0.018264612272738467,1.760361050096084
workflow1,Q1,skyflow,workflow1_Q1_q0052,1.9009375598493088,0.009388410106222309,0.02015398728592459,1.9304799572414557
workflow1,Q1,skyflow,workflow1_Q1_q0053,0.930796728137747,0.004322819953768081,0.009508759007234363,0.9446283070987495
workflow1,Q1,skyflow,workflow1_Q1_q0054,0.734996474538355,0.0035587027199038036,0.007765280131085477,0.7463204573893443
workflow1,Q1,skyflow,workflow1_Q1_q0055,0.9658035022480269,0.0046722269232622295,0.010203755278770068,0.9806794844500591
workflow1,Q1,skyflow,workflow1_Q1_q0056,0.4880646223641073,0.0023750552140240884,0.005182160100725922,0.4956218376788573
workflow1,Q1,skyflow,workflow1_Q1_q0057,2.580882352232519,0.012226983586649469,0.0267913399775862,2.619900675796755
workflow1,Q1,skyflow,workflow1_Q1_q0058,0.8787965798066624,0.004112504433088396,0.009023821498267822,0.8919329057380186
workflow1,Q1,skyflow,workflow1_Q1_q0059,1.6467016610183507,0.007683627446410208,0.017384939768744254,1.6717702282335052
workflow1,Q1,skyflow,workflow1_Q1_q0060,2.270689743020995,0.011116465823125752,0.024316360453465587,2.306122569297586
workflow1,Q1,skyflow,workflow1_Q1_q0061,2.2800995609366392,0.010865769667176749,0.02406980629930833,2.3150351369031243
workflow1,Q1,skyflow,workflow1_Q1_q0062,1.265390853274535,0.0061868832304376896,0.013686633798364756,1.2852643703033375
workflow1,Q1,skyflow,workflow1_Q1_q0063,1.4352053743873991,0.006729117960589237,0.014825348471573227,1.4567598408195617
workflow1,Q1,skyflow,workflow1_Q1_q0064,2.890881887189211,0.013888607501343748,0.030410248458930457,2.935180743149485
workflow1,Q1,skyflow,workflow1_Q1_q0065,1.9354090002050084,0.009674841833888989,0.0207899310805775,1.9658737731194749
workflow1,Q1,skyflow,workflow1_Q1_q0066,2.452527782863241,0.011382192637942405,0.024997231951591804,2.4889072074527747
workflow1,Q1,skyflow,workflow1_Q1_q0067,2.5555160049057624,0.01236458729393255,0.02763727555640502,2.5955178677561
workflow1,Q1,skyflow,workflow1_Q1_q0068,2.318779506390178,0.010678130357553628,0.024180307790363488,2.353637944538095
workflow1,Q1,skyflow,workflow1_Q1_q0069,0.5801123155519382,0.0027875371646348345,0.006076133436530636,0.5889759861531038
workflow1,Q1,skyflow,workflow1_Q1_q0070,1.657922681276626,0.007820568342407715,0.017406885932794852,1.6831501355518286
workflow1,Q1,skyflow,workflow1_Q1_q0071,0.3453571610606282,0.0016168263874137096,0.003572271108126264,0.35054625855616817
workflow1,Q1,skyflow,workflow1_Q1_q0072,1.8830282749510374,0.00913466062628049,0.020135621119470936,1.912298556696789
workflow1,Q1,skyflow,workflow1_Q1_q0073,2.793406206261636,0.013309875003749392,0.029226898987401936,2.835942980252787
workflow1,Q1,skyflow,workflow1_Q1_q0074,1.5161054704103953,0.007153606800102377,0.015920890281903986,1.5391799674924016
workflow1,Q1,skyflow,workflow1_Q1_q0075,1.2922001959055884,0.006186123093607015,0.013524772225813582,1.3119110912250092
workflow1,Q1,skyflow,workflow1_Q1_q0076,0.15285997484043815,0.0007388985783739654,0.001587088868214586,0.15518596228702672
workflow1,Q1,skyflow,workflow1_Q1_q0077,2.800481755856784,0.013482138151629264,0.029361179925230022,2.8433250739336433
workflow1,Q1,skyflow,workflow1_Q1_q0078,0.34220747714346644,0.001669557434684097,0.003606014662511027,0.3474830492406616
workflow1,Q1,skyflow,workflow1_Q1_q0079,0.1696687036544492,0.0007911997262011605,0.001744272844069098,0.17220417622471945
workflow1,Q1,skyflow,workflow1_Q1_q0080,0.7815208946490969,0.003653396294027183,0.007906771221675156,0.7930810621647992
workflow1,Q1,skyflow,workflow1_Q1_q0081,0.239497804123733,0.0011205731967687232,0.002479208287154293,0.243097585607656
workflow1,Q1,skyflow,workflow1_Q1_q0082,1.3903581921037083,0.006467838967052034,0.014190237904680623,1.4110162689754409
workflow1,Q1,skyflow,workflow1_Q1_q0083,1.517603573530393,0.007200476998629187,0.016021766012196258,1.5408258165412183
workflow1,Q1,skyflow,workflow1_Q1_q0084,0.945996311686884,0.004520905136240528,0.009905323932479795,0.9604225407556043
workflow1,Q1,skyflow,workflow1_Q1_q0085,0.19833402917815823,0.0009554956001855444,0.00204163369900171,0.20133115847734548
workflow1,Q1,skyflow,workflow1_Q1_q0086,0.3613178730980259,0.0017852772785470282,0.0038644294140894593,0.36696757979066236
workflow1,Q1,skyflow,workflow1_Q1_q0087,1.1745403591518435,0.005484090384414737,0.012067419188129924,1.192091868724388
workflow1,Q1,skyflow,workflow1_Q1_q0088,0.2336678644239817,0.0010695506923319564,0.0023290576406401462,0.2370664727569538
workflow1,Q1,skyflow,workflow1_Q1_q0089,2.019251681183799,0.009593349821705689,0.021494519358558496,2.050339550364063
workflow1,Q1,skyflow,workflow1_Q1_q0090,0.6394370317063035,0.003063796195642983,0.006732410588052426,0.6492332384899989
workflow1,Q1,skyflow,workflow1_Q1_q0091,0.9103790614726676,0.004331124784369511,0.009589218173130713,0.9242994044301678
workflow1,Q1,skyflow,workflow1_Q1_q0092,1.1767457869827183,0.005572292997560746,0.012356117326597865,1.1946741973068769
workflow1,Q1,skyflow,workflow1_Q1_q0093,1.2309916283887146,0.005970065272758976,0.013032986913253665,1.2499946805747273
workflow1,Q1,skyflow,workflow1_Q1_q0094,0.05322755938549152,0.0002538592969465054,0.0005593943719556106,0.054040813054393635
workflow1,Q1,skyflow,workflow1_Q1_q0095,0.3758709793821321,0.001759809860882647,0.0038782070392843937,0.3815089962822991
workflow1,Q1,skyflow,workflow1_Q1_q0096,2.556393086443137,0.011984552259262071,0.02644320318331127,2.59482084188571
workflow1,Q1,skyflow,workflow1_Q1_q0097,0.05406172631229296,0.0002429447119843588,0.0005464836923014146,0.05485115471657874
workflow1,Q1,skyflow,workflow1_Q1_q0098,1.5379494862536576,0.0073515741181657095,0.015786671410325633,1.561087731782149
workflow1,Q1,skyflow,workflow1_Q1_q0099,1.4505339883772064,0.006871005199704563,0.01522300610336495,1.4726279996802758
workflow1,Q1,skyflow,workflow1_Q1_q0100,1.0105608185941193,0.004715390890148028,0.010521295449133885,1.0257975049334012
workflow1,Q1,skyflow,workflow1_Q1_q0101,1.2947417824016023,0.006072940901949954,0.01347428341381369,1.314289006717366
workflow1,Q1,skyflow,workflow1_Q1_q0102,2.2301450831448815,0.010691844290497434,0.023970814881584385,2.2648077423169632
workflow1,Q1,skyflow,workflow1_Q1_q0103,2.429191261385978,0.01152821041367242,0.025793198820734983,2.4665126706203857
workflow1,Q1,skyflow,workflow1_Q1_q0104,0.7987563109395377,0.0037600643870323975,0.008335047385694523,0.8108514227122646
workflow1,Q1,skyflow,workflow1_Q1_q0105,1.019528932872336,0.004664018702295962,0.010203655614531848,1.034396607189164
workflow1,Q1,skyflow,workflow1_Q1_q0106,0.7500297155651492,0.0034878667168239384,0.007797701546799707,0.7613152838287728
workflow1,Q1,skyflow,workflow1_Q1_q0107,1.4288455227395331,0.006735457888610651,0.014933239907234086,1.450514220535378
workflow1,Q1,skyflow,workflow1_Q1_q0108,1.9955254779003286,0.009690687222657523,0.02104914220052545,2.026265307323512
workflow1,Q1,skyflow,workflow1_Q1_q0109,0.7203228694464798,0.0034121706266961776,0.007371320055840568,0.7311063601290165
workflow1,Q1,skyflow,workflow1_Q1_q0110,1.0192803871063054,0.004789221630672039,0.010451622789766291,1.0345212315267436
workflow1,Q1,skyflow,workflow1_Q1_q0111,2.798470946382589,0.01298637956963532,0.028476743747127137,2.8399340696993516
workflow1,Q1,skyflow,workflow1_Q1_q0112,0.18569086324303694,0.000901555561614124,0.0019695082830221964,0.18856192708767325
workflow1,Q1,skyflow,workflow1_Q1_q0113,1.3925013002099993,0.006556090234111689,0.01436024044292339,1.4134176308870345
workflow1,Q1,skyflow,workflow1_Q1_q0114,2.072389943019459,0.009826374753318571,0.02189694082551914,2.1041132585982965
workflow1,Q1,skyflow,workflow1_Q1_q0115,0.4883882484809331,0.0022880016585784977,0.0050320368125134,0.495708286952025
workflow1,Q1,skyflow,workflow1_Q1_q0116,0.18392057638208517,0.00086985737722663,0.0019334056463485225,0.18672383940566034
workflow1,Q1,skyflow,workflow1_Q1_q0117,0.45130223486449283,0.0021435747067089614,0.004664109283081583,0.45810991885428337
workflow1,Q1,skyflow,workflow1_Q1_q0118,2.6429574083391945,0.013131346128978956,0.02813255686232294,2.684221311330496
workflow1,Q1,skyflow,workflow1_Q1_q0119,0.07466389874852843,0.0003509606327414003,0.0007877401895926121,0.07580259957086244
workflow1,Q1,skyflow,workflow1_Q1_q0120,0.5882776932256235,0.0027445130539110007,0.006169620042650345,0.5971918263221848
workflow1,Q1,skyflow,workflow1_Q1_q0121,0.13928017014000435,0.0006569883898152482,0.0014498177007557745,0.1413869762305754
workflow1,Q1,skyflow,workflow1_Q1_q0122,0.36518297877359013,0.0017648903139750388,0.003835170027673694,0.37078303911523885
workflow1,Q1,skyflow,workflow1_Q1_q0123,1.8353409715865854,0.008876780625411985,0.019152689278245285,1.8633704414902426
workflow1,Q1,skyflow,workflow1_Q1_q0124,0.7276760350375983,0.003570983765857136,0.007773392360711694,0.7390204111641672
workflow1,Q1,skyflow,workflow1_Q1_q0125,1.6691614547030893,0.008061564946288428,0.017620179236892314,1.6948431988862702
workflow1,Q1,skyflow,workflow1_Q1_q0126,1.7872678951569967,0.008254358492970819,0.018249900212025157,1.8137721538619926
workflow1,Q1,skyflow,workflow1_Q1_q0127,2.6391026679300724,0.011749370133044126,0.026042048384621087,2.6768940864477377
workflow1,Q1,skyflow,workflow1_Q1_q0128,0.06354319822829735,0.0002905549744581182,0.0006519375008908078,0.06448569070364628
workflow1,Q1,skyflow,workflow1_Q1_q0129,2.5116963428971535,0.012090826366845773,0.02616345573111006,2.5499506249951094
workflow1,Q1,skyflow,workflow1_Q1_q0130,1.8333963607165118,0.008693176919828533,0.01911980204909446,1.8612093396854348
workflow1,Q1,skyflow,workflow1_Q1_q0131,0.5036914300940085,0.0024954921378543262,0.0054018828603901725,0.511588805092253
workflow1,Q1,skyflow,workflow1_Q1_q0132,2.284114331752638,0.0107849149282061,0.023743363288942217,2.3186426099697863
workflow1,Q1,skyflow,workflow1_Q1_q0133,2.5884456617552085,0.011474883241741536,0.026219963510367834,2.626140508507318
workflow1,Q1,skyflow,workflow1_Q1_q0134,0.7842139437980618,0.003701088086800004,0.008152415006389914,0.7960674468912518
workflow1,Q1,skyflow,workflow1_Q1_q0135,2.7289275362282592,0.012928267106054936,0.028129445459538997,2.769985248793853
workflow1,Q1,skyflow,workflow1_Q1_q0136,1.3550800825778433,0.006315324949416843,0.014168721888778943,1.375564129416039
workflow1,Q1,skyflow,workflow1_Q1_q0137,1.7576474826280304,0.008377365630992941,0.01864684859041222,1.7846716968494356
workflow1,Q1,skyflow,workflow1_Q1_q0138,2.831623479933477,0.01374055789138793,0.03010793773245203,2.8754719755573173
workflow1,Q1,skyflow,workflow1_Q1_q0139,1.0737524777885084,0.005162516017778817,0.011376887513889312,1.0902918813201765
workflow1,Q1,skyflow,workflow1_Q1_q0140,2.409296867634214,0.011470198904242633,0.024953953220248383,2.445721019758705
workflow1,Q1,skyflow,workflow1_Q1_q0141,0.9949217413599749,0.004633057284564,0.010080946609180897,1.0096357452537197
workflow1,Q1,skyflow,workflow1_Q1_q0142,2.301314523387313,0.011108471244920298,0.024532750613118437,2.3369557452453518
workflow1,Q1,skyflow,workflow1_Q1_q0143,1.794874052985976,0.008421752245715874,0.018566935447960432,1.8218627406796524
workflow1,Q1,skyflow,workflow1_Q1_q0144,0.6662597485813606,0.0031562511043875434,0.007012618183606061,0.6764286178693543
workflow1,Q1,skyflow,workflow1_Q1_q0145,1.266975426710152,0.005946730095805764,0.012955500137253455,1.2858776569432113
workflow1,Q1,skyflow,workflow1_Q1_q0146,1.0004629613742686,0.0044830817423287825,0.01005641435567431,1.0150024574722716
workflow1,Q1,skyflow,workflow1_Q1_q0147,0.2791710683177877,0.0013487240075816243,0.0028579369323657004,0.283377729257735
workflow1,Q1,skyflow,workflow1_Q1_q0148,0.13194617006677922,0.0006393630141763757,0.0014062912530311525,0.13399182433398676
workflow1,Q1,skyflow,workflow1_Q1_q0149,1.0543055729795001,0.004993304927149647,0.010924709282614567,1.0702235871892642
workflow1,Q1,skyflow,workflow1_Q1_q0150,0.10311738986168124,0.0004704130136144182,0.0010813904500159017,0.10466919332531156
workflow1,Q1,skyflow,workflow1_Q1_q0151,0.5324837511107939,0.0025467336809201426,0.0054845477144588005,0.5405150325061729
workflow1,Q1,skyflow,workflow1_Q1_q0152,2.0823929816771054,0.009823103383710358,0.02230433042824065,2.1145204154890562
workflow1,Q1,skyflow,workflow1_Q1_q0153,2.1182250227594217,0.010090756647313143,0.021796332075146405,2.150112111481881
workflow1,Q1,skyflow,workflow1_Q1_q0154,2.1853142803259584,0.010416979635561152,0.022711772423977383,2.218443032385497
workflow1,Q1,skyflow,workflow1_Q1_q0155,0.9694757472352927,0.004472066397156173,0.010041831274993512,0.9839896449074423
workflow1,Q1,skyflow,workflow1_Q1_q0156,2.583888080578492,0.012213304707060469,0.027260783152061582,2.623362168437614
workflow1,Q1,skyflow,workflow1_Q1_q0157,1.762401574000168,0.008524083125261993,0.01836165652849796,1.7892873136539278
workflow1,Q1,skyflow,workflow1_Q1_q0158,0.4082192155681742,0.0019349170700420292,0.004297529241685815,0.414451661879902
workflow1,Q1,skyflow,workflow1_Q1_q0159,0.46130973806088454,0.0021946658667511974,0.004829554899372609,0.46833395882700835
workflow1,Q1,skyflow,workflow1_Q1_q0160,2.074859264448293,0.009622338618493485,0.021342573091083245,2.1058241761578698
workflow1,Q1,skyflow,workflow1_Q1_q0161,0.5342449084503876,0.002615860802923257,0.005708285026739801,0.5425690542800508
workflow1,Q1,skyflow,workflow1_Q1_q0162,1.536156974743855,0.007326460409529323,0.015760230594642936,1.5592436657480273
workflow1,Q1,skyflow,workflow1_Q1_q0163,2.9340152224831337,0.013716536665638776,0.030320800975180286,2.9780525601239525
workflow1,Q1,skyflow,workflow1_Q1_q0164,0.06142252261342047,0.0002852061677329133,0.0006299335022203261,0.06233766228337371
workflow1,Q1,skyflow,workflow1_Q1_q0165,0.09956571642234012,0.0004617453085622712,0.0010079007717117686,0.10103536250261416
workflow1,Q1,skyflow,workflow1_Q1_q0166,2.7915012504894725,0.01370376995541425,0.030359710919644702,2.8355647313645314
workflow1,Q1,skyflow,workflow1_Q1_q0167,1.7327430751088935,0.008381415112581492,0.018085161261938223,1.759209651483413
workflow1,Q1,skyflow,workflow1_Q1_q0168,0.4206980314716195,0.001973742344812765,0.004324403817485444,0.42699617763391773
workflow1,Q1,skyflow,workflow1_Q1_q0169,2.6415692601948653,0.012580469018457299,0.027482780126861055,2.6816325093401834
workflow1,Q1,skyflow,workflow1_Q1_q0170,2.5662353071716733,0.012317253294253856,0.026973733425910515,2.6055262938918378
workflow1,Q1,skyflow,workflow1_Q1_q0171,1.5881776869794118,0.007575637027588167,0.016627490991378852,1.6123808149983787
workflow1,Q1,skyflow,workflow1_Q1_q0172,1.735920429585728,0.008704950867079614,0.019199770264050817,1.7638251507168583
workflow1,Q1,skyflow,workflow1_Q1_q0173,0.8197506203936298,0.003993400460565406,0.008721614312270805,0.832465635166466
workflow1,Q1,skyflow,workflow1_Q1_q0174,0.19576110673410366,0.0009221906705335181,0.002028071828401608,0.19871136923303878
workflow1,Q1,skyflow,workflow1_Q1_q0175,1.7817435521712335,0.008432986021200274,0.018382671390866485,1.8085592095833003
workflow1,Q1,skyflow,workflow1_Q1_q0176,0.9100974829662501,0.0042578759721416965,0.009369614163936694,0.9237249731023285
workflow1,Q1,skyflow,workflow1_Q1_q0177,1.9424534758821341,0.009339754228015789,0.0204579214401818,1.9722511515503318
workflow1,Q1,skyflow,workflow1_Q1_q0178,2.4657972533528025,0.011630661041894337,0.025646129170227572,2.5030740435649244
workflow1,Q1,skyflow,workflow1_Q1_q0179,0.10188408981581876,0.00047916065021304575,0.001055367228167381,0.10341861769419917
workflow1,Q1,skyflow,workflow1_Q1_q0180,1.7916573409247798,0.008470308640158752,0.018417379180539997,1.8185450287454785
workflow1,Q1,skyflow,workflow1_Q1_q0181,0.6933193842419263,0.0034303848959671476,0.007462033343224205,0.7042118024811176
workflow1,Q1,skyflow,workflow1_Q1_q0182,2.6137391352843,0.012155221164275339,0.026777803503998263,2.6526721599525733
workflow1,Q1,skyflow,workflow1_Q1_q0183,0.7969921430975225,0.003671830184248637,0.008134182647248694,0.8087981559290199
workflow1,Q1,skyflow,workflow1_Q1_q0184,1.7641988534799122,0.008598743938118446,0.01886901670907911,1.7916666141271098
workflow1,Q1,skyflow,workflow1_Q1_q0185,1.620002817397246,0.007854569184848148,0.017149194506800705,1.645006581088895
workflow1,Q1,skyflow,workflow1_Q1_q0186,1.153993528456605,0.005462392167511106,0.01241586502892427,1.1718717856530405
workflow1,Q1,skyflow,workflow1_Q1_q0187,2.041753392611303,0.009567852030774253,0.02087921168171883,2.0722004563237957
workflow1,Q1,skyflow,workflow1_Q1_q0188,2.155870484114032,0.01054938662536397,0.022330198839734475,2.1887500695791307
workflow1,Q1,skyflow,workflow1_Q1_q0189,1.6446048419812427,0.008267497620328565,0.01755450077077175,1.670426840372343
workflow1,Q1,skyflow,workflow1_Q1_q0190,2.2333910859275945,0.01054015703503023,0.02330651537899869,2.2672377583416234
workflow1,Q1,skyflow,workflow1_Q1_q0191,2.9094014920993247,0.013595877014753191,0.030069513548026946,2.953066882662105
workflow1,Q1,skyflow,workflow1_Q1_q0192,1.2771815278756893,0.006021337205214762,0.013113235639920482,1.2963161007208244
workflow1,Q1,skyflow,workflow1_Q1_q0193,1.5487803452050408,0.007283660514650091,0.015977744520446216,1.5720417502401371
workflow1,Q1,skyflow,workflow1_Q1_q0194,0.08743525603877565,0.00040296189531470667,0.0008843293886491314,0.08872254732273949
workflow1,Q1,skyflow,workflow1_Q1_q0195,2.2932863945298507,0.01114210393975112,0.024437891659996942,2.3288663901295985
workflow1,Q1,skyflow,workflow1_Q1_q0196,1.530092407004178,0.007426090479177184,0.01614820540827937,1.5536667028916344
workflow1,Q1,skyflow,workflow1_Q1_q0197,1.2283553269261274,0.005872526970358333,0.012773282652921629,1.2470011365494074
workflow1,Q1,skyflow,workflow1_Q1_q0198,0.3119541757778341,0.0014653251164165023,0.003336623393684148,0.3167561242879347
workflow1,Q1,skyflow,workflow1_Q1_q0199,2.593648125829462,0.012467709040523195,0.027252825949120707,2.633368660819106
workflow1,Q1,skyflow,workflow1_Q1_q0200,1.1700075168931061,0.005718347538993232,0.012384130925274859,1.1881099953573742
workflow1,Q1,skyflow,workflow1_Q1_q0201,1.9563567746772332,0.00941802275289903,0.021025764621120668,1.986800562051253
workflow1,Q1,skyflow,workflow1_Q1_q0202,0.47060041724114043,0.002288944119024116,0.004999742475651997,0.47788910383581656
workflow1,Q1,skyflow,workflow1_Q1_q0203,2.8158595482626914,0.013340127815212353,0.029412650658206835,2.8586123267361105
workflow1,Q1,skyflow,workflow1_Q1_q0204,0.5543282252128315,0.0026285176585101465,0.005872837623832054,0.5628295804951737
workflow1,Q1,skyflow,workflow1_Q1_q0205,0.6231718412875922,0.002956105158413085,0.006507552190866132,0.6326354986368714
workflow1,Q1,skyflow,workflow1_Q1_q0206,2.5228578026215973,0.011667149803408836,0.02632648192323098,2.5608514343482374
workflow1,Q1,skyflow,workflow1_Q1_q0207,2.661087710687011,0.012435016900817412,0.027938048720795524,2.7014607763086245
workflow1,Q1,skyflow,workflow1_Q1_q0208,0.6642451605623662,0.0031450215620292916,0.0068866553490865715,0.6742768374734821
workflow1,Q1,skyflow,workflow1_Q1_q0209,1.418758236177913,0.006568241298067564,0.014630446442054135,1.4399569239180348
workflow1,Q1,skyflow,workflow1_Q1_q0210,2.1851368683806895,0.009997122024359298,0.022554930186263356,2.2176889205913124
workflow1,Q1,skyflow,workflow1_Q1_q0211,2.550497952642104,0.012398379626049427,0.026914400248231427,2.589810732516385
workflow1,Q1,skyflow,workflow1_Q1_q0212,1.1129926749433077,0.005551378789850743,0.011905117295786869,1.1304491710289453
workflow1,Q1,skyflow,workflow1_Q1_q0213,1.5098991204874792,0.007177471517523082,0.016049354620651234,1.5331259466256535
workflow1,Q1,skyflow,workflow1_Q1_q0214,2.1796337815428704,0.01037130739593989,0.022805018713411614,2.212810107652222
workflow1,Q1,skyflow,workflow1_Q1_q0215,2.1371033246891895,0.010070517602762324,0.02248519066628375,2.1696590329582355
workflow1,Q1,skyflow,workflow1_Q1_q0216,2.291353492933957,0.010786461258037606,0.02404307714097996,2.3261830313329748
workflow1,Q1,skyflow,workflow1_Q1_q0217,1.7084055433438357,0.008355105444081084,0.017645139920667397,1.7344057887085842
workflow1,Q1,skyflow,workflow1_Q1_q0218,0.3479707053268426,0.0017453650133855596,0.0036550959613583446,0.3533711663015865
workflow1,Q1,skyflow,workflow1_Q1_q0219,2.615837666827705,0.012706025702349612,0.027683648929832647,2.6562273414598874
workflow1,Q1,skyflow,workflow1_Q1_q0220,2.5406930279938944,0.011807846510284048,0.026525141893476923,2.5790260163976555
