workflow,quality_level,query_count,eta,calibration_scenarios_per_query,test_scenarios_per_query,calibration_scenario_count,test_scenario_count,method,solver_method,status,reused_last_feasible,objective_value,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,solver_runtime_sec,wall_time_sec,max_rss_mb,num_iterations,active_scenario_count,active_scenario_fraction,assignment_signature,error,process_exitcode
workflow1,Q3,1800,0.1,50,,90000,,full_milp,,FAILED,False,,,,,,,,640.900378667,6615.0,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow1,Q3,1800,0.1,50,50.0,90000,90000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,6.950064287127099,3949.5545071093507,11360.15720554416,19732.79094632827,0.06574444444444444,335.3577341249984,406.61132291699687,2863.9375,2,22500,0.25,"[[""Q/A"", ""q_a_azure_eastus_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_azure_eastus_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow1,Q3,2000,0.1,50,,100000,,full_milp,,FAILED,False,,,,,,,,784.0192290830018,6295.1875,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow1,Q3,2000,0.1,50,50.0,100000,100000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,6.98688679185177,3970.455454181018,11418.403539363046,19779.488089605566,0.06562,407.7369019580001,485.44801870899755,3200.96875,2,25000,0.25,"[[""Q/A"", ""q_a_azure_eastus_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_azure_eastus_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q1,200,0.1,50,,10000,,full_milp,,FAILED,False,,,,,,,,128.89453995800068,6137.390625,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=INFEASIBLE)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=INFEASIBLE)
",0
workflow2,Q1,200,0.1,50,50.0,10000,10000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.9383676223093653,549.9967403339335,1283.331017622443,1914.5668454524082,0.0313,80.20154625099894,135.1010970419993,2168.9375,3,2874,0.2874,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_anthropic_global_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,400,0.1,50,,20000,,full_milp,,FAILED,False,,,,,,,,301.0874936670007,6524.6875,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=INFEASIBLE)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=INFEASIBLE)
",0
workflow2,Q1,400,0.1,50,50.0,20000,20000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.901776846633135,539.651035154917,1284.8937015850895,1927.5170445819515,0.03105,195.54700729100296,295.95703100000173,4312.015625,3,6000,0.3,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_anthropic_global_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,600,0.1,50,,30000,,full_milp,,FAILED,False,,,,,,,,450.58080629199685,7330.0625,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow2,Q1,600,0.1,50,50.0,30000,30000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.866231028774275,530.0482454257907,1271.0473042616309,1961.7271700895492,0.03186666666666667,339.7375819989975,482.4644225419979,6430.125,3,9000,0.3,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_anthropic_global_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,800,0.1,50,,40000,,full_milp,,FAILED,False,,,,,,,,485.01915750000626,7000.109375,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow2,Q1,800,0.1,50,50.0,40000,40000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.861647457125679,522.1300939527416,1255.1218090598106,1949.158604252596,0.03175,499.1637779579978,685.2442515839939,7940.0625,3,12000,0.3,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_aws_ap-southeast-1_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_ap-southeast-1_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,1000,0.1,50,,50000,,full_milp,,FAILED,False,,,,,,,,546.9199346250025,8395.78125,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow2,Q1,1000,0.1,50,50.0,50000,50000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.8695574875864516,529.9732303969854,1268.2975626628715,1952.1076145826546,0.03148,638.3298702489992,867.1909156670008,8718.234375,3,15000,0.3,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_anthropic_global_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,1200,0.1,50,,60000,,full_milp,,FAILED,False,,,,,,,,613.6738640830008,8735.296875,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow2,Q1,1200,0.1,50,50.0,60000,60000.0,decomposed_milp,decomposition,INFEASIBLE_REUSED_LAST_FEASIBLE,True,inf,2.862705880051365,527.79999391332,1263.4107613400881,1950.9226152995993,0.03155,972.3916432490005,1236.9134935409966,9119.96875,3,17556,0.2926,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_aws_eu-central-1_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,1400,0.1,50,,70000,,full_milp,,FAILED,False,,,,,,,,611.7970566669974,8572.390625,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
workflow2,Q1,1400,0.1,50,50.0,70000,70000.0,decomposed_milp,decomposition,TIME_LIMIT_REUSED_LAST_FEASIBLE,True,inf,2.8716404238158315,530.4516817124014,1267.252470683003,1946.5382858728437,0.0314,1119.7845768760017,1436.5401917080017,9111.84375,3,21000,0.3,"[[""Database"", ""database_aliyun_cn-shanghai_q1""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q1""], [""OCR"", ""ocr_azure_eastus_q1""], [""Q/A"", ""q_a_anthropic_global_q1""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q1""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q1""], [""Video Caption"", ""video_caption_aws_us-east-2_q1""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q1""]]",,0
workflow2,Q1,1600,0.1,50,,80000,,full_milp,,FAILED,False,,,,,,,,868.9875337079939,8402.078125,0,0,,,"RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
Traceback (most recent call last):
  File ""/Users/heng/Documents/skybridge/sim/scripts/run_q_scaling_full_decomp_minp95.py"", line 89, in _worker
    result = solve_full_milp(
        workflow,
    ...<4 lines>...
        config,
    )
  File ""/Users/heng/Documents/skybridge/sim/src/milp_full.py"", line 50, in solve_full_milp
    raise RuntimeError(f""Full MILP failed to find a solution (status={status})"")
RuntimeError: Full MILP failed to find a solution (status=TIME_LIMIT)
",0
